i,Province_State,Confirmed,Deaths,FIPS,Mortality_Rate,Date
7009,Michigan,53510,5129,26,9.585124276,5/21/20
7010,Minnesota,18200,818,27,4.494505495,5/21/20
7011,Mississippi,12222,580,28,4.745540828,5/21/20
7012,Missouri,11689,668,29,5.714774574,5/21/20
7013,Montana,479,16,30,3.340292276,5/21/20
7014,Nebraska,11427,138,31,1.207666054,5/21/20
7015,Nevada,7400,383,32,5.175675676,5/21/20
7016,New Hampshire,3935,199,33,5.057179161,5/21/20
7017,New Jersey,151586,10846,34,7.155014315,5/21/20
7018,New Mexico,6472,294,35,4.542645241,5/21/20
7019,New York,356458,28743,36,8.063502573,5/21/20
7020,North Carolina,20512,728,37,3.549141966,5/21/20
7021,North Dakota,2229,51,38,2.288021534,5/21/20
7022,Ohio,30167,1837,39,6.089435476,5/21/20
7023,Oklahoma,5680,304,40,5.352112676,5/21/20
7024,Oregon,3817,145,41,3.798794865,5/21/20
7025,Pennsylvania,69252,4869,42,7.030843875,5/21/20
7026,Rhode Island,13571,556,44,4.096971483,5/21/20
7027,South Carolina,9381,416,45,4.434495256,5/21/20
7028,South Dakota,4177,48,46,1.149150108,5/21/20
7029,Tennessee,18961,313,47,1.650756817,5/21/20
7030,Texas,53091,1461,48,2.751965016,5/21/20
7031,Utah,7874,92,49,1.168402337,5/21/20
7032,Vermont,950,54,50,5.684210526,5/21/20
7033,Virginia,34137,1100,51,3.222310103,5/21/20
7034,Washington,19117,1044,53,5.461107914,5/21/20
7035,West Virginia,1593,70,54,4.394224733,5/21/20
7036,Wisconsin,13885,487,55,3.507382067,5/21/20
7037,Wyoming,801,12,56,1.498127341,5/21/20
7038,Alabama,133005,2277,1,1.704264779,9/8/20
7039,Alaska,5828,42,2,0.720658888,9/8/20
7040,Arizona,206045,5221,4,2.533912495,9/8/20
7041,Arkansas,66021,917,5,1.388952,9/8/20
7042,California,744344,13823,6,1.857071462,9/8/20
7043,Colorado,59671,1973,8,3.307572379,9/8/20
7044,Connecticut,53782,4474,9,8.318768361,9/8/20
7045,Delaware,18308,609,10,3.326414682,9/8/20
7046,District of Columbia,14362,611,11,4.254282133,9/8/20
7047,Florida,650092,11915,12,1.832817509,9/8/20
7048,Georgia,285350,6070,13,2.127212196,9/8/20
7049,Hawaii,10025,88,15,0.877805486,9/8/20
7050,Idaho,33978,389,16,1.144858438,9/8/20
7051,Illinois,254276,8405,17,3.305463355,9/8/20
7052,Indiana,100780,3380,18,3.353840048,9/8/20
7053,Iowa,71019,1185,19,1.668567566,9/8/20
7054,Kansas,47012,485,20,1.029524377,9/8/20
7055,Kentucky,53319,997,21,1.86987753,9/8/20
7056,Louisiana,153433,5118,22,3.335657909,9/8/20
7057,Maine,4714,134,23,2.842596521,9/8/20
7058,Maryland,113239,3807,24,3.361915948,9/8/20
7059,Massachusetts,122962,9141,25,7.434004001,9/8/20
7060,Michigan,118902,6811,26,5.728246791,9/8/20
7061,Minnesota,81608,1914,27,2.345358298,9/8/20
7062,Mississippi,87379,2585,28,2.958376727,9/8/20
7063,Missouri,96181,1690,29,1.757103794,9/8/20
7064,Montana,8381,119,30,1.419878296,9/8/20
7065,Nebraska,36469,407,31,1.116016343,9/8/20
7066,Nevada,72104,1393,32,1.931931654,9/8/20
7067,New Hampshire,7494,433,33,5.777955698,9/8/20
7068,New Jersey,194667,15996,34,8.217109217,9/8/20
7069,New Mexico,26181,807,35,3.082387991,9/8/20
7070,New York,440578,33016,36,7.493792246,9/8/20
7071,North Carolina,178635,2909,37,1.628460268,9/8/20
7072,North Dakota,13872,156,38,1.124567474,9/8/20
7073,Ohio,131992,4298,39,3.256257955,9/8/20
7074,Oklahoma,65053,854,40,1.312775737,9/8/20
7075,Oregon,28356,486,41,1.713922979,9/8/20
7076,Pennsylvania,145156,7780,42,5.359750889,9/8/20
7077,Rhode Island,22592,1059,44,4.6875,9/8/20
7078,South Carolina,125908,2912,45,2.312799822,9/8/20
7079,South Dakota,15403,173,46,1.123157826,9/8/20
7080,Tennessee,165754,1896,47,1.143863798,9/8/20
7081,Texas,665949,13798,48,2.082040738,9/8/20
7082,Utah,55359,424,49,0.765909789,9/8/20
7083,Vermont,1654,58,50,3.506650544,9/8/20
7084,Virginia,128407,2686,51,2.092715232,9/8/20
7085,Washington,77545,1953,53,2.518537623,9/8/20
7086,West Virginia,11662,252,54,2.160864346,9/8/20
7087,Wisconsin,82477,1168,55,1.416152382,9/8/20
7088,Wyoming,4105,42,56,1.023142509,9/8/20
7089,Alabama,52802,1114,1,2.144493426,7/11/20
7090,Alaska,1385,17,2,1.227436823,7/11/20
7091,Arizona,119930,2151,4,1.793546235,7/11/20
7092,Arkansas,27864,319,5,1.144846397,7/11/20
7093,California,318761,7027,6,2.204472944,7/11/20
7094,Colorado,36591,1725,8,4.716594209,7/11/20
7095,Connecticut,47287,4348,9,9.19491615,7/11/20
7096,Delaware,12743,517,10,4.057129404,7/11/20
7097,District of Columbia,10801,568,11,5.258772336,7/11/20
7098,Florida,254511,4197,12,1.649044639,7/11/20
7099,Georgia,114401,2996,13,2.618858227,7/11/20
7100,Hawaii,1200,19,15,1.583333333,7/11/20
7101,Idaho,10506,102,16,0.970873786,7/11/20
7102,Illinois,154094,7369,17,4.782145963,7/11/20
7103,Indiana,51079,2756,18,5.395563735,7/11/20
7104,Iowa,34658,748,19,2.158231866,7/11/20
7105,Kansas,18687,295,20,1.578637556,7/11/20
7106,Kentucky,19121,622,21,3.252967941,7/11/20
7107,Louisiana,76803,3403,22,4.430816505,7/11/20
7108,Maine,3520,112,23,3.181818182,7/11/20
7109,Maryland,72467,3310,24,4.567596285,7/11/20
7110,Massachusetts,111398,8310,25,7.459738954,7/11/20
7111,Michigan,76370,6313,26,8.266334948,7/11/20
7112,Minnesota,41571,1537,27,3.697288975,7/11/20
7113,Mississippi,35419,1230,28,3.472712386,7/11/20
7114,Missouri,27606,1091,29,3.952039412,7/11/20
7115,Montana,1677,29,30,1.729278473,7/11/20
7116,Nebraska,20998,285,31,1.357272121,7/11/20
7117,Nevada,26838,592,32,2.205827558,7/11/20
7118,New Hampshire,6024,391,33,6.490703851,7/11/20
7119,New Jersey,174959,15525,34,8.873507507,7/11/20
7120,New Mexico,14773,543,35,3.67562445,7/11/20
7121,New York,401029,32343,36,8.06500278,7/11/20
7122,North Carolina,83906,1513,37,1.803208352,7/11/20
7123,North Dakota,4243,87,38,2.050436012,7/11/20
7124,Ohio,64214,3036,39,4.727940947,7/11/20
7125,Oklahoma,19779,421,40,2.128520148,7/11/20
7126,Oregon,11851,232,41,1.957640705,7/11/20
7127,Pennsylvania,99216,6897,42,6.951499758,7/11/20
7128,Rhode Island,17312,976,44,5.637707948,7/11/20
7129,South Carolina,54699,951,45,1.738605825,7/11/20
7130,South Dakota,7454,109,46,1.46230212,7/11/20
7131,Tennessee,61006,738,47,1.209717077,7/11/20
7132,Texas,254493,3146,48,1.233417841,7/11/20
7133,Utah,28855,212,49,0.734708023,7/11/20
7134,Vermont,1283,56,50,4.36477007,7/11/20
7135,Virginia,69782,1962,51,2.81161331,7/11/20
7136,Washington,39218,1424,53,3.630985772,7/11/20
7137,West Virginia,4146,96,54,2.315484805,7/11/20
7138,Wisconsin,35679,821,55,2.301073461,7/11/20
7139,Wyoming,1839,21,56,1.141924959,7/11/20
7140,Alabama,51329,1104,1,2.18579235,7/10/20
7141,Alaska,1323,17,2,1.284958428,7/10/20
7142,Arizona,116892,2082,4,1.781131301,7/10/20
7143,Arkansas,26803,313,5,1.167779726,7/10/20
7144,California,310885,6955,6,2.237161651,7/10/20
7145,Colorado,36191,1724,8,4.76598568,7/10/20
7146,Connecticut,47287,4348,9,9.19491615,7/10/20
7147,Delaware,12652,517,10,4.086310465,7/10/20
7148,District of Columbia,10743,568,11,5.287163735,7/10/20
7149,Florida,244151,4102,12,1.680107802,7/10/20
7150,Georgia,111217,2965,13,2.665959341,7/10/20
7151,Hawaii,1158,19,15,1.640759931,7/10/20
7152,Idaho,9929,101,16,1.017222278,7/10/20
7153,Illinois,152899,7345,17,4.803824747,7/10/20
7154,Indiana,50300,2748,18,5.463220676,7/10/20
7155,Iowa,34172,743,19,2.174294744,7/10/20
7156,Kansas,18303,293,20,1.600830465,7/10/20
7157,Kentucky,18672,620,21,3.320479863,7/10/20
7158,Louisiana,74636,3380,22,4.528645694,7/10/20
7159,Maine,3499,111,23,3.172334953,7/10/20
7160,Maryland,71910,3303,24,4.593241552,7/10/20
7161,Massachusetts,111110,8296,25,7.466474665,7/10/20
7162,Michigan,75685,6285,26,8.304155381,7/10/20
7163,Minnesota,40767,1533,27,3.760394437,7/10/20
7164,Mississippi,34622,1215,28,3.509329328,7/10/20
7165,Missouri,27069,1084,29,4.004580886,7/10/20
7166,Montana,1593,28,30,1.757689893,7/10/20
7167,Nebraska,20777,286,31,1.376522116,7/10/20
7168,Nevada,25908,579,32,2.23483094,7/10/20
7169,New Hampshire,5991,390,33,6.509764647,7/10/20
7170,New Jersey,174628,15479,34,8.863985157,7/10/20
7171,New Mexico,14549,539,35,3.704721974,7/10/20
7172,New York,400299,32331,36,8.076712657,7/10/20
7173,North Carolina,82032,1497,37,1.824897601,7/10/20
7174,North Dakota,4155,85,38,2.045728039,7/10/20
7175,Ohio,62856,3032,39,4.823724068,7/10/20
7176,Oklahoma,19092,416,40,2.178923109,7/10/20
7177,Oregon,11454,232,41,2.025493277,7/10/20
7178,Pennsylvania,98482,6880,42,6.986048212,7/10/20
7179,Rhode Island,17312,976,44,5.637707948,7/10/20
7180,South Carolina,52419,929,45,1.772258151,7/10/20
7181,South Dakota,7401,107,46,1.445750574,7/10/20
7182,Tennessee,59546,723,47,1.214187351,7/10/20
7183,Texas,246017,3069,48,1.251041854,7/10/20
7184,Utah,28223,207,49,0.733444354,7/10/20
7185,Vermont,1277,56,50,4.385277995,7/10/20
7186,Virginia,68931,1958,51,2.840521681,7/10/20
7187,Washington,39218,1424,53,3.630985772,7/10/20
7188,West Virginia,3983,95,54,2.385136832,7/10/20
7189,Wisconsin,34753,814,55,2.342243835,7/10/20
7190,Wyoming,1790,21,56,1.173184358,7/10/20
7191,Alabama,134061,2285,1,1.699933788,9/9/20
7192,Alaska,5891,42,2,0.712951961,9/9/20
7193,Arizona,206541,5251,4,2.542352366,9/9/20
7194,Arkansas,66406,928,5,1.397464085,9/9/20
7195,California,747290,13983,6,1.871161129,9/9/20
7196,Colorado,59911,1977,8,3.300996811,9/9/20
7197,Connecticut,53871,4474,9,8.305024967,9/9/20
7198,Delaware,18308,609,10,3.326414682,9/9/20
7199,District of Columbia,14387,615,11,4.274692431,9/9/20
7200,Florida,652259,12110,12,1.856624439,9/9/20
7201,Georgia,287300,6128,13,2.132962061,9/9/20
7202,Hawaii,10123,91,15,0.898943001,9/9/20
7203,Idaho,35353,420,16,1.18801799,9/9/20
7204,Illinois,255613,8433,17,3.299127979,9/9/20
7205,Indiana,101485,3397,18,3.347292703,9/9/20
7206,Iowa,71595,1204,19,1.681681682,9/9/20
7207,Kansas,47424,499,20,1.052209852,9/9/20
7208,Kentucky,53977,1013,21,1.876725272,9/9/20
7209,Louisiana,154955,5140,22,3.317092059,9/9/20
7210,Maine,4713,134,23,2.843199661,9/9/20
7211,Maryland,113575,3816,24,3.359894343,9/9/20
7212,Massachusetts,123143,9146,25,7.427137556,9/9/20
7213,Michigan,119872,6886,26,5.744460758,9/9/20
7214,Minnesota,81868,1921,27,2.346460155,9/9/20
7215,Mississippi,87805,2623,28,2.987301407,9/9/20
7216,Missouri,97504,1702,29,1.745569413,9/9/20
7217,Montana,8468,122,30,1.440717997,9/9/20
7218,Nebraska,36917,421,31,1.140396024,9/9/20
7219,Nevada,72258,1412,32,1.954108888,9/9/20
7220,New Hampshire,7494,433,33,5.777955698,9/9/20
7221,New Jersey,194994,16008,34,8.209483369,9/9/20
7222,New Mexico,26268,813,35,3.095020557,9/9/20
7223,New York,441154,33019,36,7.484687887,9/9/20
7224,North Carolina,179536,2958,37,1.64758043,9/9/20
7225,North Dakota,14110,157,38,1.112686038,9/9/20
7226,Ohio,132965,4324,39,3.251983605,9/9/20
7227,Oklahoma,65929,863,40,1.308983907,9/9/20
7228,Oregon,28471,494,41,1.735098873,9/9/20
7229,Pennsylvania,146029,7794,42,5.337296017,9/9/20
7230,Rhode Island,22676,1062,44,4.683365673,9/9/20
7231,South Carolina,126213,2942,45,2.330980168,9/9/20
7232,South Dakota,15571,173,46,1.111039753,9/9/20
7233,Tennessee,166606,1931,47,1.159021884,9/9/20
7234,Texas,671068,13932,48,2.085842697,9/9/20
7235,Utah,55673,427,49,0.766978607,9/9/20
7236,Vermont,1656,58,50,3.502415459,9/9/20
7237,Virginia,129289,2697,51,2.086992858,9/9/20
7238,Washington,78009,1978,53,2.535604866,9/9/20
7239,West Virginia,11814,255,54,2.158456069,9/9/20
7240,Wisconsin,83334,1183,55,1.419588643,9/9/20
7241,Wyoming,4152,42,56,1.011560694,9/9/20
7242,Alabama,5692,196,1,3.504380476,4/22/20
7243,Alaska,335,9,2,2.686567164,4/22/20
7244,Arizona,5473,231,4,4.220719898,4/22/20
7245,Arkansas,2276,42,5,1.845342707,4/22/20
7246,California,37344,1421,6,3.805162811,4/22/20
7247,Colorado,10891,506,8,4.646038013,4/22/20
7248,Connecticut,22469,1544,9,6.871689884,4/22/20
7249,Delaware,3200,89,10,2.78125,4/22/20
7250,District of Columbia,3206,127,11,3.96132252,4/22/20
7251,Florida,28309,893,12,3.154473842,4/22/20
7252,Georgia,21214,848,13,3.997360234,4/22/20
7253,Hawaii,592,12,15,2.027027027,4/22/20
7254,Idaho,1766,51,16,2.88788222,4/22/20
7255,Illinois,35107,1565,17,4.457800439,4/22/20
7256,Indiana,12438,666,18,5.354558611,4/22/20
7257,Iowa,3748,90,19,2.401280683,4/22/20
7258,Kansas,2331,112,20,4.804804805,4/22/20
7259,Kentucky,3378,185,21,5.476613381,4/22/20
7260,Louisiana,25258,1473,22,5.831815662,4/22/20
7261,Maine,907,39,23,4.299889746,4/22/20
7262,Maryland,14775,698,24,4.724196277,4/22/20
7263,Massachusetts,42944,2182,25,5.081035768,4/22/20
7264,Michigan,33966,2813,26,8.281811223,4/22/20
7265,Minnesota,2722,179,27,6.576047024,4/22/20
7266,Mississippi,4894,193,28,3.943604414,4/22/20
7267,Missouri,6277,238,29,3.791620201,4/22/20
7268,Montana,439,14,30,3.189066059,4/22/20
7269,Nebraska,1813,38,31,2.095973525,4/22/20
7270,Nevada,4081,172,32,4.214653271,4/22/20
7271,New Hampshire,1588,48,33,3.022670025,4/22/20
7272,New Jersey,95914,5150,34,5.369393415,4/22/20
7273,New Mexico,2210,71,35,3.212669683,4/22/20
7274,New York,263292,19413,36,7.373182626,4/22/20
7275,North Carolina,7495,265,37,3.53569046,4/22/20
7276,North Dakota,679,14,38,2.06185567,4/22/20
7277,Ohio,14117,610,39,4.321031381,4/22/20
7278,Oklahoma,2894,170,40,5.874222529,4/22/20
7279,Oregon,2059,78,41,3.788246722,4/22/20
7280,Pennsylvania,36082,1673,42,4.636660939,4/22/20
7281,Rhode Island,5841,181,44,3.098784455,4/22/20
7282,South Carolina,4761,140,45,2.940558706,4/22/20
7283,South Dakota,1858,9,46,0.484391819,4/22/20
7284,Tennessee,7394,157,47,2.123343251,4/22/20
7285,Texas,21350,557,48,2.60775761,4/22/20
7286,Utah,3445,32,49,0.928882438,4/22/20
7287,Vermont,823,40,50,4.860267315,4/22/20
7288,Virginia,10266,349,51,3.399571401,4/22/20
7289,Washington,12596,686,53,5.368849058,4/22/20
7290,West Virginia,939,27,54,2.875399361,4/22/20
7291,Wisconsin,4845,248,55,5.118679051,4/22/20
7292,Wyoming,447,6,56,1.342281879,4/22/20
7293,Alabama,5899,202,1,3.463648834,4/23/20
7294,Alaska,337,9,2,2.670623145,4/23/20
7295,Arizona,5772,249,4,4.313929314,4/23/20
7296,Arkansas,2599,45,5,1.731435167,4/23/20
7297,California,39561,1533,6,3.875028437,4/23/20
7298,Colorado,11278,552,8,4.894484838,4/23/20
7299,Connecticut,23100,1639,9,7.095238095,4/23/20
7300,Delaware,3308,92,10,2.781136638,4/23/20
7301,District of Columbia,3361,139,11,4.135673907,4/23/20
7302,Florida,29648,987,12,3.329060982,4/23/20
7303,Georgia,21883,881,13,4.025956222,4/23/20
7304,Hawaii,596,12,15,2.013422819,4/23/20
7305,Idaho,1836,54,16,2.941176471,4/23/20
7306,Illinois,36937,1688,17,4.569943417,4/23/20
7307,Indiana,13039,706,18,5.414525654,4/23/20
7308,Iowa,3924,96,19,2.44648318,4/23/20
7309,Kansas,2721,113,20,4.152884969,4/23/20
7310,Kentucky,3479,191,21,5.490083357,4/23/20
7311,Louisiana,25739,1599,22,6.212362563,4/23/20
7312,Maine,937,44,23,4.69583778,4/23/20
7313,Maryland,15737,748,24,4.753129567,4/23/20
7314,Massachusetts,46023,2360,25,5.127870847,4/23/20
7315,Michigan,35296,2977,26,8.4343835,4/23/20
7316,Minnesota,2942,200,27,6.798096533,4/23/20
7317,Mississippi,5153,201,28,3.900640404,4/23/20
7318,Missouri,6506,252,29,3.873347679,4/23/20
7319,Montana,442,14,30,3.167420814,4/23/20
7320,Nebraska,2202,47,31,2.134423252,4/23/20
7321,Nevada,4208,195,32,4.634030418,4/23/20
7322,New Hampshire,1670,51,33,3.053892216,4/23/20
7323,New Jersey,100025,5426,34,5.424643839,4/23/20
7324,New Mexico,2379,78,35,3.278688525,4/23/20
7325,New York,263460,20973,36,7.96060123,4/23/20
7326,North Carolina,7820,281,37,3.593350384,4/23/20
7327,North Dakota,709,15,38,2.115655853,4/23/20
7328,Ohio,14694,656,39,4.464407241,4/23/20
7329,Oklahoma,3017,179,40,5.933046072,4/23/20
7330,Oregon,2127,83,41,3.902209685,4/23/20
7331,Pennsylvania,38379,1724,42,4.492039918,4/23/20
7332,Rhode Island,6256,189,44,3.021099744,4/23/20
7333,South Carolina,4917,150,45,3.050640635,4/23/20
7334,South Dakota,1956,9,46,0.460122699,4/23/20
7335,Tennessee,8266,171,47,2.068715219,4/23/20
7336,Texas,22650,604,48,2.666666667,4/23/20
7337,Utah,3612,35,49,0.968992248,4/23/20
7338,Vermont,825,43,50,5.212121212,4/23/20
7339,Virginia,10998,373,51,3.391525732,4/23/20
7340,Washington,12753,711,53,5.575158786,4/23/20
7341,West Virginia,981,31,54,3.160040775,4/23/20
7342,Wisconsin,5052,258,55,5.106888361,4/23/20
7343,Wyoming,453,7,56,1.545253863,4/23/20
7344,Alabama,220848,3301,1,1.494693183,11/17/20
7345,Alaska,25041,100,2,0.399345074,11/17/20
7346,Arizona,279896,6312,4,2.255123332,11/17/20
7347,Arkansas,135902,2245,5,1.651925652,11/17/20
7348,California,1052285,18347,6,1.74353906,11/17/20
7349,Colorado,172044,2608,8,1.515891284,11/17/20
7350,Connecticut,94986,4771,9,5.022845472,11/17/20
7351,Delaware,29552,739,10,2.500676773,11/17/20
7352,District of Columbia,19309,660,11,3.418095189,11/17/20
7353,Florida,897323,17644,12,1.966293074,11/17/20
7354,Georgia,430571,9008,13,2.092105599,11/17/20
7355,Hawaii,16905,222,15,1.313220941,11/17/20
7356,Idaho,85125,798,16,0.937444934,11/17/20
7357,Illinois,597849,11317,17,1.892952903,11/17/20
7358,Indiana,262207,5025,18,1.916424809,11/17/20
7359,Iowa,193198,2064,19,1.068334041,11/17/20
7360,Kansas,125294,1266,20,0.97530608,11/17/20
7361,Kentucky,142008,1697,21,1.195003098,11/17/20
7362,Louisiana,207685,6156,22,2.964104293,11/17/20
7363,Maine,9363,166,23,1.772936025,11/17/20
7364,Maryland,169805,4335,24,2.552928359,11/17/20
7365,Massachusetts,192964,10360,25,5.368877096,11/17/20
7366,Michigan,296840,8511,26,2.867201186,11/17/20
7367,Minnesota,236949,2999,27,1.265673204,11/17/20
7368,Mississippi,135803,3581,28,2.636907874,11/17/20
7369,Missouri,254151,3466,29,1.363756192,11/17/20
7370,Montana,49398,543,30,1.099234787,11/17/20
7371,Nebraska,103805,816,31,0.786089302,11/17/20
7372,Nevada,123795,1944,32,1.570338059,11/17/20
7373,New Hampshire,15319,502,33,3.276976304,11/17/20
7374,New Jersey,285519,16618,34,5.82027816,11/17/20
7375,New Mexico,67559,1264,35,1.870957237,11/17/20
7376,New York,568778,34156,36,6.005154911,11/17/20
7377,North Carolina,317495,4852,37,1.528213043,11/17/20
7378,North Dakota,65967,775,38,1.174829839,11/17/20
7379,Ohio,312443,5772,39,1.847376962,11/17/20
7380,Oklahoma,158408,1544,40,0.974698248,11/17/20
7381,Oregon,58570,778,41,1.328325081,11/17/20
7382,Pennsylvania,280957,9346,42,3.326487683,11/17/20
7383,Rhode Island,44528,1278,44,2.870104204,11/17/20
7384,South Carolina,197900,4156,45,2.100050531,11/17/20
7385,South Dakota,67284,644,46,0.957136912,11/17/20
7386,Tennessee,320729,3995,47,1.245599868,11/17/20
7387,Texas,1093138,20147,48,1.86740818,11/17/20
7388,Utah,158957,732,49,0.460501897,11/17/20
7389,Vermont,3104,59,50,1.900773196,11/17/20
7390,Virginia,206762,3835,51,1.854789565,11/17/20
7391,Washington,134121,2571,53,1.916925761,11/17/20
7392,West Virginia,35324,598,54,1.692900011,11/17/20
7393,Wisconsin,342155,2867,55,0.837924333,11/17/20
7394,Wyoming,24453,155,56,0.633869055,11/17/20
7395,Alabama,219232,3249,1,1.48199168,11/16/20
7396,Alaska,24399,98,2,0.401655806,11/16/20
7397,Arizona,276912,6302,4,2.275813255,11/16/20
7398,Arkansas,134348,2225,5,1.656146723,11/16/20
7399,California,1041690,18288,6,1.755608674,11/16/20
7400,Colorado,167713,2578,8,1.537149774,11/16/20
7401,Connecticut,93284,4759,9,5.101625145,11/16/20
7402,Delaware,29200,736,10,2.520547945,11/16/20
7403,District of Columbia,19064,660,11,3.462022661,11/16/20
7404,Florida,889864,17559,12,1.973222875,11/16/20
7405,Georgia,426236,8967,13,2.103764112,11/16/20
7406,Hawaii,16853,222,15,1.317272889,11/16/20
7407,Idaho,83344,763,16,0.915482818,11/16/20
7408,Illinois,585248,11204,17,1.9144021,11/16/20
7409,Indiana,256744,4936,18,1.922537625,11/16/20
7410,Iowa,189597,2023,19,1.067000005,11/16/20
7411,Kansas,124687,1266,20,0.968023932,11/16/20
7412,Kentucky,139097,1664,21,1.196287483,11/16/20
7413,Louisiana,205057,6139,22,2.998368203,11/16/20
7414,Maine,9117,165,23,1.809805857,11/16/20
7415,Maryland,167656,4309,24,2.570143627,11/16/20
7416,Massachusetts,190439,10340,25,5.429560122,11/16/20
7417,Michigan,288954,8431,26,2.917765457,11/16/20
7418,Minnesota,231018,2973,27,1.286912708,11/16/20
7419,Mississippi,134898,3545,28,2.627911459,11/16/20
7420,Missouri,248715,3402,29,1.36783065,11/16/20
7421,Montana,48027,522,30,1.086888625,11/16/20
7422,Nebraska,101601,797,31,0.784441098,11/16/20
7423,Nevada,122099,1917,32,1.570037429,11/16/20
7424,New Hampshire,15040,500,33,3.324468085,11/16/20
7425,New Jersey,281493,16580,34,5.890022132,11/16/20
7426,New Mexico,65454,1236,35,1.88834907,11/16/20
7427,New York,563690,34054,36,6.041263815,11/16/20
7428,North Carolina,314207,4814,37,1.532110997,11/16/20
7429,North Dakota,64885,743,38,1.145102874,11/16/20
7430,Ohio,305364,5742,39,1.880378827,11/16/20
7431,Oklahoma,156857,1538,40,0.980510911,11/16/20
7432,Oregon,57646,765,41,1.327065191,11/16/20
7433,Pennsylvania,275235,9310,42,3.382563991,11/16/20
7434,Rhode Island,43923,1270,44,2.891423628,11/16/20
7435,South Carolina,196617,4143,45,2.107142312,11/16/20
7436,South Dakota,66278,644,46,0.971664806,11/16/20
7437,Tennessee,318888,3923,47,1.230212488,11/16/20
7438,Texas,1082600,20032,48,1.8775576,11/16/20
7439,Utah,155779,723,49,0.46411904,11/16/20
7440,Vermont,3008,59,50,1.96143617,11/16/20
7441,Virginia,204637,3806,51,1.859878712,11/16/20
7442,Washington,131532,2548,53,1.937171183,11/16/20
7443,West Virginia,34460,585,54,1.697620429,11/16/20
7444,Wisconsin,334562,2764,55,0.826154793,11/16/20
7445,Wyoming,23193,144,56,0.620876989,11/16/20
7446,Alabama,162683,2637,1,1.628029017,10/8/20
7447,Alaska,9005,60,2,0.666296502,10/8/20
7448,Arizona,223401,5743,4,2.570713649,10/8/20
7449,Arkansas,90145,1503,5,1.667313772,10/8/20
7450,California,845270,16418,6,1.942337951,10/8/20
7451,Colorado,75785,2095,8,2.76527501,10/8/20
7452,Connecticut,59748,4527,9,7.576822655,10/8/20
7453,Delaware,21682,651,10,3.002490545,10/8/20
7454,District of Columbia,15765,634,11,4.021566762,10/8/20
7455,Florida,726013,15068,12,2.07544493,10/8/20
7456,Georgia,327407,7294,13,2.227808202,10/8/20
7457,Hawaii,13146,164,15,1.247527765,10/8/20
7458,Idaho,46426,503,16,1.083444622,10/8/20
7459,Illinois,313429,9159,17,2.922192905,10/8/20
7460,Indiana,129677,3742,18,2.885631222,10/8/20
7461,Iowa,96657,1433,19,1.482562049,10/8/20
7462,Kansas,67006,747,20,1.176359427,10/8/20
7463,Kentucky,77455,1234,21,1.593183139,10/8/20
7464,Louisiana,170621,5609,22,3.287403075,10/8/20
7465,Maine,5638,142,23,2.518623625,10/8/20
7466,Maryland,129425,3979,24,3.074367394,10/8/20
7467,Massachusetts,136936,9565,25,6.985014897,10/8/20
7468,Michigan,146493,7193,26,4.910132225,10/8/20
7469,Minnesota,107922,2160,27,2.001445488,10/8/20
7470,Mississippi,102819,3074,28,2.989719799,10/8/20
7471,Missouri,138987,2268,29,1.631807291,10/8/20
7472,Montana,16677,197,30,1.181267614,10/8/20
7473,Nebraska,50059,514,31,1.02678839,10/8/20
7474,Nevada,83827,1649,32,1.967146623,10/8/20
7475,New Hampshire,8878,448,33,5.046181572,10/8/20
7476,New Jersey,211148,16161,34,7.653873113,10/8/20
7477,New Mexico,31756,899,35,2.830961078,10/8/20
7478,New York,470104,33429,36,7.068010483,10/8/20
7479,North Carolina,225397,3722,37,1.65130858,10/8/20
7480,North Dakota,25384,310,38,1.221241727,10/8/20
7481,Ohio,164262,4983,39,3.033568324,10/8/20
7482,Oklahoma,95564,1085,40,1.135364782,10/8/20
7483,Oregon,36116,594,41,1.64470041,10/8/20
7484,Pennsylvania,172948,8268,42,4.780627703,10/8/20
7485,Rhode Island,26045,1127,44,4.327126128,10/8/20
7486,South Carolina,154755,3514,45,2.270685923,10/8/20
7487,South Dakota,26441,272,46,1.02870542,10/8/20
7488,Tennessee,209447,2705,47,1.291496178,10/8/20
7489,Texas,814279,16768,48,2.075755738,10/8/20
7490,Utah,81947,501,49,0.611370764,10/8/20
7491,Vermont,1838,58,50,3.155603917,10/8/20
7492,Virginia,155535,3328,51,2.141431056,10/8/20
7493,Washington,91918,2183,53,2.374942884,10/8/20
7494,West Virginia,17333,376,54,2.169272486,10/8/20
7495,Wisconsin,141830,1424,55,1.004018896,10/8/20
7496,Wyoming,7092,54,56,0.76142132,10/8/20
7497,Alabama,163897,2653,1,1.622977396,10/9/20
7498,Alaska,9182,60,2,0.653452407,10/9/20
7499,Arizona,224084,5746,4,2.56421699,10/9/20
7500,Arkansas,91312,1530,5,1.675573857,10/9/20
7501,California,849076,16486,6,1.941640089,10/9/20
7502,Colorado,76619,2103,8,2.745610027,10/9/20
7503,Connecticut,60038,4530,9,7.54522136,10/9/20
7504,Delaware,21827,651,10,2.982544555,10/9/20
7505,District of Columbia,15843,634,11,4.001767342,10/9/20
7506,Florida,728921,15186,12,2.08335334,10/9/20
7507,Georgia,329032,7348,13,2.233217438,10/9/20
7508,Hawaii,13300,166,15,1.248120301,10/9/20
7509,Idaho,47088,506,16,1.074583758,10/9/20
